樣品編號,食品分類,樣品名稱,修正熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),總碳水化合物(g),膳食纖維(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),維生素A總量(IU),維生素E總量(mg),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素C(mg)
J0413801,魚貝類,白帶魚,102,77.6,19.6,2.0,0,0,54,291,5,16,0.2,0.4,77,0.35,0.02,0.07,2.50,0.03,0.5
J0413901,魚貝類,大目鮪,103,74.5,23.9,0.1,0,0,41,441,3,42,2.4,0.5,20,0.51,0.22,0.14,11.24,0.55,0.7
J0414001,魚貝類,正鰹,149,70.8,23.1,5.6,0,0,50,408,8,35,2.5,0.4,307,0.46,0.08,0.17,11.90,0.25,0.4
J0414101,魚貝類,花腹鯖,144,70.5,23.9,4.6,0,0,36,368,27,36,2.8,0.7,110,0.13,0.13,0.27,9.40,0.33,0.0
J0414201,魚貝類,高麗馬加鰆,119,75.0,19.4,4.0,0.3,0,46,448,6,41,0.8,1.6,45,0.30,0.04,0.16,2.72,0.27,1.7
J0414301,魚貝類,康氏馬加鰆切片(去皮),193,70.2,18.7,12.5,0,0,52,312,7,30,0.2,0.9,2120,1.51,0.05,0.25,6.32,0.40,0.4
J0414401,魚貝類,康氏馬加鰆切片(含皮),176,67.7,19.3,10.4,1.5,0,54,319,4,33,0.3,0.5,29,1.17,0.04,0.06,5.58,0.35,0.8
J0414501,魚貝類,臺灣馬加鰆,180,68.5,20.2,10.4,0,0,51,471,4,37,0.8,0.5,180,0.12,0.03,0.09,5.20,0.28,0.5
J0414601,魚貝類,鮪魚生魚片,100,76.1,23.3,0.1,0,0,27,511,4,39,0.9,0.4,57,0.17,0.11,0.01,13.80,0.63,0.0
J0414701,魚貝類,鯖魚(生),417,45.2,14.4,39.4,0.2,0,56,308,7,24,1.4,1.0,610,1.04,0.03,0.47,6.05,0.32,0.0
J0414801,魚貝類,鯖魚(炒),410,44.5,16.7,37.6,0.1,0,68,332,2,27,1.9,1.0,527,1.33,0.17,0.27,7.19,0.33,0.0
J0414802,魚貝類,鯖魚(炸),555,28.3,17.2,53.4,0.1,0,75,301,8,27,1.7,1.1,342,7.80,0.14,0.31,6.30,0.23,0.0
J0414803,魚貝類,"鯖魚(烤,150度,10分)",412,45.8,16.5,37.8,0,0,58,333,5,27,1.7,1.1,548,0.73,0.18,0.28,6.98,0.28,0.0
J0414804,魚貝類,"鯖魚(烤,150度,20分)",396,45.7,19.1,34.8,0,0,82,370,5,31,2.0,1.3,441,0.69,0.25,0.47,6.95,0.30,0.0
J0414805,魚貝類,"鯖魚(烤,150度,30分)",536,32.4,19.9,50,0,0,79,359,15,30,1.9,1.4,542,1.22,0.22,0.44,7.85,0.33,0.0
J0414806,魚貝類,"鯖魚(烤,180度,10分)",373,47.3,20.2,31.8,0,0,82,395,8,32,2.6,1.1,380,0.42,0.30,0.45,7.93,0.32,0.0
J0414807,魚貝類,"鯖魚(烤,210度,10分)",472,39.0,19.0,43.4,0,0,74,358,7,31,1.7,0.8,566,1.15,0.22,0.36,8.24,0.38,0.0
J0414808,魚貝類,鯖魚(煮),375,49.3,14.9,34.5,0.4,0,51,211,6,20,1.8,1.0,418,1.04,0.18,0.32,4.98,0.31,0.0
J0414809,魚貝類,鯖魚(煎),403,42.9,20,35.9,0,0,86,424,17,36,2.1,1.6,358,0.67,0.30,0.44,8.18,0.32,0.0
J0414810,魚貝類,鯖魚(蒸),392,47.1,14.6,36.5,0.7,0,52,235,5,22,1.5,0.9,472,0.74,0.20,0.34,5.70,0.24,0.0
J0414811,魚貝類,鯖魚(醃製),281,56.8,14.9,24.0,1.3,0,889,238,32,30,1.4,0.7,113,0.48,0.08,0.59,4.40,0.31,0
J0414901,魚貝類,旗魚切片,111,71.8,26.0,0,0.8,0,36,333,8,32,1.1,0.7,4,0.63,0.05,0.03,14.72,0.65,0.4
J0414902,魚貝類,旗魚腹肉,105,77.0,22.2,1.1,0,0,131,262,8,29,0.3,0.8,46,1.08,0.06,0.05,7.37,0.55,0.4
J0415001,魚貝類,刺鯧(去皮),95,78.2,18.8,1.6,0.1,0,162,331,17,39,0.2,0.9,20,0.19,0.05,0.07,3.00,0.26,0.6
J0415101,魚貝類,刺鯧(含皮),155,72.5,17.8,8.7,0,0,179,234,13,109,0.5,0.4,212,1.17,0.01,0.11,3.57,0.14,0.7
J0415201,魚貝類,星斑真鯧,214,69.0,15.6,16.3,0,0,60,325,8,29,0.4,0.9,199,0.89,0.24,0.41,1.83,0.11,1.1
J04153,魚貝類,銀鯧平均值(去皮),115,76.4,17.7,4.4,0.2,0,248,302,11,30,0.9,0.6,222,0.44,0.08,0.04,3.07,0.16,1.2
J0415301,魚貝類,銀鯧(2月),123,76.8,17.9,5.1,0,0,93,348,12,32,2.8,1.0,170,0.36,0.07,0.04,3.48,0.14,1.4
J0415302,魚貝類,銀鯧(3月),120,75.8,17.6,5.0,0.7,0,65,302,8,25,0.3,0.4,281,0.37,0.01,0.05,3.20,0.16,1.5
J0415303,魚貝類,銀鯧(5月),105,78.7,16.4,3.9,0,0,345,334,12,35,0.7,0.4,263,0.47,0.13,0.04,3.27,0.13,1.1
J0415304,魚貝類,銀鯧(8月),101,75.9,17.7,2.9,1.6,0,647,227,10,25,0,0.4,155,0.27,0.16,0.03,2.32,0.21,0.7
J0415305,魚貝類,銀鯧(12月),126,74.9,19.1,5.0,0.2,0,93,301,14,33,0.9,0.5,244,0.72,0.02,0.03,3.06,0.17,1.4
J0415401,魚貝類,銀鯧(含皮),132,75.2,16.8,6.7,0.2,0,315,183,8,35,0.3,0.6,47,0.55,0.01,0.14,1.70,0.07,0.0
J0415501,魚貝類,斑鱧,119,76.3,18.3,4.5,0,0,54,363,8,27,0.7,0.6,13,0.09,0.05,0.15,3.20,0.21,0.0
J0415601,魚貝類,大口鰜切片(含皮),166,74.1,14.7,11.5,0,0,93,328,7,26,0.2,0.3,50,0.84,0.06,0.06,1.10,0.05,1.1
J0415701,魚貝類,鰈魚切片,190,70.2,13.2,14.8,0.8,0,80,286,17,24,0.4,0.5,70,1.57,0.05,0.05,1.06,0.09,1.0
J0415801,魚貝類,雙線鬚鰨,92,77.7,19.9,0.8,0.3,0,63,384,24,30,0.3,0.4,27,0.49,0.16,0.04,0.60,0.23,0.9
J0415901,魚貝類,單角革單棘魨(去皮),79,81.9,17.2,0.6,0,0,181,138,11,21,1.1,0.5,4,0.86,0.03,0.06,2.60,0.42,0.4
J0416001,魚貝類,單角革單棘魨(含皮),76,81.3,17.9,0,0,0,87,306,4,22,0.5,0.3,13,0.82,0.03,0.06,9.30,0.19,0.0
J0416101,魚貝類,克氏兔頭魨,77,80.8,17.8,0.1,0,0,134,354,6,29,0.5,1.2,20,0.44,0.01,0.07,3.20,0.85,0.5
J0416201,魚貝類,翻車魨腹肉,47,88.5,10.2,0.4,0.7,0,52,1,21,7,0.2,1.0,0,0.09,0.01,0,0.04,0.01,0.0
J0416301,魚貝類,犬牙南極魚切片,282,63.7,12.1,25.5,0,0,79,249,5,19,0,0.5,4306,3.84,0.03,0.04,2.61,0.06,0.5
J0416401,魚貝類,低眼無齒芒魚片(芒加魚邊),76,83.4,14.2,1.7,0,0,285,201,8,19,0.1,0.4,1,0.29,0.05,0.04,1.51,0.12,0.7
J0416501,魚貝類,秋刀魚,314,54.3,18.8,25.9,0,0,55,236,11,23,0.9,0.4,43,0.73,0.01,0.28,7.40,0.26,0.1
J0600101,魚貝類,圓鱈魚鰓肉,84,78.1,14.5,2.5,3.9,0,225,110,7,14,0.1,0.5,497,0.32,0.02,0.02,0.97,0.05,0.4
J0600201,魚貝類,鯛魚下巴,245,65.5,16.1,19.6,0,0,38,224,62,22,0.2,0.6,37,4.13,0.02,0.05,2.11,0.14,0.7
J0600301,魚貝類,鯊魚翅,186,60.2,43.5,0,0,0,7,2,46,26,1.5,1.2,0,0.07,0,0.05,0,0.01,0.0
J0600401,魚貝類,魚翅唇,47,91.2,9.9,0.6,0,0,35,4,49,11,0,0.5,114,0.26,0.01,0,0.04,0.05,0.2
J0600501,魚貝類,翻車魨魚皮,59,93.0,13.7,0.1,0,0,242,12,9,3,0,0,17,0.02,0.01,0,0,0.01,0.2
J0600601,魚貝類,鯊魚皮,58,88.8,13.5,0.1,0,0,221,2,1020,8,1.0,0.6,3,0.03,0,0,0.04,0.14,0.0
J0700101,魚貝類,油魚卵(加工),445,26.5,46.6,27.3,0,0,688,465,10,32,1.5,9.4,619,10.27,0.32,0.66,3.94,0.59,0.0
J0700201,魚貝類,圓鱈魚卵(加工),84,79.8,11.2,4.4,0,0,1677,75,6,3,0.4,1.9,33,1.25,0.01,0.29,0.51,0.06,0.0
J0700301,魚貝類,鮸魚卵(加工),184,61.6,21.9,10.1,3.6,0,150,221,41,13,1.5,2.9,86,0.59,0.11,0.32,0.97,0.25,0.0
J0700401,魚貝類,鯔魚卵,256,53.1,26.3,15.9,3.2,0,73,159,5,10,4.1,4.7,1067,10.35,0.02,0.63,2.76,0.30,16.5
J0700502,魚貝類,鯔魚卵(加工),233,32.7,36.6,8.5,18.7,0,1194,254,6,22,2.4,7.5,746,7.40,0.05,1.91,3.16,0.15,8.1
J0700601,魚貝類,鰆魚卵,193,64.5,23.5,10.2,0.2,0,89,254,6,16,1.4,6.4,959,3.22,0.27,0.54,3.05,0.23,9.7
J0700701,魚貝類,鰹魚卵,184,66.2,21.5,10.2,0.6,0,129,259,8,14,1.8,4.2,293,3.05,0.26,0.42,0.80,0.20,0.0
J0702101,魚貝類,鯔魚精囊,89,81.8,17.3,1.7,0,0,61,202,4,14,1.3,0.7,5,7.20,0.01,0.10,1.60,1.28,2.3
J0705101,魚貝類,鮟鱇魚肝,136,74.8,13.6,8.6,1.9,0,188,169,13,24,1.8,3.0,13735,0.43,0.07,0.32,1.60,0.10,0.7
J0707101,魚貝類,旗魚肚,99,73.8,22.5,0.4,2.9,0,292,230,36,52,3.0,2.5,16,0.52,0.03,0.10,0.51,0.06,0.0
J0707101,魚貝類,鮪魚肚,106,75.8,23.4,0.7,0,0,35,18,23,19,4.8,3.7,21,0.48,0.02,0.09,0.70,0.01,0.0
J0800101,魚貝類,小魚干,335,16.1,69.2,4.4,0,0,1753,738,2213,209,6.8,6.4,27,0.15,0.07,0.15,9.50,0.03,0
J0800201,魚貝類,扁魚干,354,18.4,66.3,7.9,1.1,0,406,1011,2804,230,2.8,5.2,32,1.51,0.18,0.07,11.01,0.60,0.0
J0800301,魚貝類,香魚片,307,20,36.1,0.7,39.1,0,1239,340,55,48,1.5,1.2,2,0.36,0.02,0.02,5.38,0.06,0.0
J0800401,魚貝類,柴魚片,383,10.9,76.5,6.2,2.6,0,43,1022,44,105,15.3,2.6,110,2.41,0.05,0.89,25.00,0.26,0.0
J2100101,魚貝類,羅氏沼蝦,88,78.1,20.3,0.2,0.2,0,104,328,27,34,0.5,1.4,9,2.09,0.01,0.05,2.72,0.31,1.6
J2100201,魚貝類,北方長額蝦(加工),122,70.9,19.9,4.1,2.7,0,562,169,72,56,1.0,2.3,6,8.09,0.08,0.09,2.28,0.18,0.1
J2100301,魚貝類,東方異腕蝦,78,82.3,17.7,0.3,0,0,457,124,45,43,1.1,5.9,119,2.37,0.01,0.07,2.01,0.08,1.9
J2100401,魚貝類,胭脂蝦,114,77.2,13.8,6.1,0.7,0,462,176,57,52,1.1,1.8,0,3.60,0.01,0.12,1.51,0.12,0.0
J2100501,魚貝類,日本玻璃蝦,83,76.3,16.2,1.5,2.0,0,566,137,745,109,0.5,1.2,49,1.78,0.06,0.06,0.87,0.07,0.0
J2100601,魚貝類,相模後海螯蝦,79,81.6,17.9,0.3,0,0,317,308,81,46,5.3,1.4,0,1.12,0.01,0.04,2.65,0.12,0.3
J2100701,魚貝類,中國對蝦,84,77.9,19.3,0.2,1.0,0,196,306,20,39,0.5,1.7,0,1.62,0.06,0.05,1.80,0.20,2.2
J21008,魚貝類,日本對蝦平均值,97,75.7,21.3,0.7,0.4,0,287,352,77,57,0.7,2.1,58,1.72,0.03,0.09,4.50,0.27,0.6
J2100801,魚貝類,日本對蝦(大),97,77.0,21.6,0.5,0,0,255,378,62,54,1.4,1.8,4,1.61,0.06,0.05,4.45,0.24,1.3
J2100802,魚貝類,日本對蝦(小),96,74.5,20.9,0.8,1.8,0,319,326,92,60,0,2.4,56,1.83,0.01,0.12,4.55,0.30,0.0
J21009,魚貝類,白對蝦平均值,103,76.1,21.9,1.0,0,0,242,297,98,47,2.3,1.5,2,2.12,0.06,0.07,2.13,0.10,0.6
J2100901,魚貝類,白對蝦(大),109,74.8,22.3,1.5,0,0,306,306,128,52,3.3,1.6,0,2.64,0.05,0.08,1.02,0.01,0.3
J2100902,魚貝類,白對蝦(小),96,77.4,21.4,0.5,0,0,178,287,69,42,1.3,1.3,3,1.61,0.06,0.05,3.25,0.19,1.0
J2101001,魚貝類,哈氏彷對蝦,82,78.4,18.7,0.2,0.6,0,294,261,110,185,3.8,1.5,16,1.71,0.01,0.04,1.58,0.11,0.8
J2101101,魚貝類,草對蝦,100,75.3,22.0,0.7,1.0,0,150,87,5,16,0.3,1.7,0,1.10,0.10,0.10,4.60,0.07,2.8
J2101201,魚貝類,藍對蝦,95,77.2,20.9,0.6,0,0,135,310,54,38,0.1,1.5,13,2.81,0.06,0.07,3.85,0.15,0.5
J2101301,魚貝類,鬚赤蝦,92,76.0,20.7,0.4,0.6,0,341,338,106,282,5.9,1.4,2,1.76,0.01,0.04,2.35,0.28,1.3
J2101401,魚貝類,大管鞭蝦,88,77.4,19.8,0.3,0.6,0,270,354,37,47,3.9,1.6,2,2.14,0.03,0.08,1.69,0.04,2.2
J2101501,魚貝類,隆脊管鞭蝦,96,75.3,22.1,0.2,0.6,0,207,381,25,53,0.9,1.5,0,2.55,0.04,0.06,0.60,0.22,1.2
J2101601,魚貝類,螳螂蝦,67,84.0,14.7,0.5,0,0,344,232,69,50,0.6,2.4,209,2.14,0.06,0.09,2.15,0.09,1.5
J2101701,魚貝類,日本龍蝦,93,75.7,21.5,0.1,1.0,0,234,446,12,33,0.3,2.4,27,3.86,0.01,0.04,0.90,0.16,0.0
J2101801,魚貝類,正櫻蝦(生),88,79.3,17.9,1.3,0,0,386,246,760,80,1.0,1.3,0,1.41,0.08,0.08,1.95,0.09,0.0
J2101901,魚貝類,正櫻蝦(熟),97,76.0,19.6,1.4,0,0,504,209,614,85,0.7,1.4,0,1.61,0.11,0.07,1.74,0.14,0.0
J2102001,魚貝類,正櫻蝦(加工),253,20.1,52.6,3.1,13.4,0,1345,832,2859,346,6.5,4.6,49,3.41,0.07,0.17,8.72,0.53,0.0
J2200101,魚貝類,大頭蝦仁,40,89.2,8.8,0.2,0,0,765,43,53,24,3.1,1.4,5,0.79,0.03,0.04,0.34,0.07,0.0
J2200201,魚貝類,明蝦仁,52,88.0,11.9,0.1,0,0,252,19,38,10,1.4,1.4,0,1.06,0.02,0.02,0.28,0.04,0.0
J2200301,魚貝類,紅蝦仁,43,86.4,9.5,0.3,1.5,0,596,43,58,27,1.5,1.1,14,0.79,0.02,0.02,0.54,0.06,0.0
J2200401,魚貝類,海鱸蝦仁,73,81.0,16.3,0.4,1.3,0,225,107,42,35,0.4,1.1,6,1.94,0.03,0.10,2.11,0.10,0.0
J2200501,魚貝類,草蝦仁,44,88.0,9.7,0.3,0.9,0,431,19,20,7,0.4,0.7,1,0.91,0.06,0.06,0.58,0.17,0.0
J2200601,魚貝類,鳳尾蝦仁,64,84.4,13.4,0.8,0.3,0,357,32,48,17,0.7,1.0,0,2.15,0.02,0.02,0.77,0.10,0.2
J2200701,魚貝類,鬚赤蝦仁,80,81.4,17.1,0.7,0,0,279,150,39,37,0.9,2.0,15,1.46,0.02,0.06,1.58,0.07,0.0
J2200801,魚貝類,龍蝦卵(調味),64,78.6,6.7,1.8,5.2,0,2868,28,13,25,0.2,1.6,11,2.28,0.01,0.06,0.56,0.05,0.1
J2300101,魚貝類,蝦皮,155,45.3,33.6,1.3,2.7,0,4273,468,1381,283,6.3,1.7,0,0.83,0.02,0.07,3.70,0.17,0
J2300201,魚貝類,蝦米,264,28.7,57.1,2.2,0,0,3186,708,1075,250,4.9,0.6,57,1.08,0.03,0.15,2.00,0.03,0
J2300301,魚貝類,金鉤蝦乾,257,33.9,54.6,2.6,0,0,2553,530,717,172,9.0,2.7,17,1.95,0.03,0.03,3.61,0.10,0.0
J2500101,魚貝類,紅蟳,122,67.1,20.9,3.6,6.5,0,309,255,79,57,2.6,10.3,43,5.99,0.01,0.94,4.10,0.18,0.0
J2500201,魚貝類,蛙形蟹,72,78.2,16.6,0.1,2.8,0,343,303,178,74,0.9,1.6,2,1.36,0.03,0.04,3.29,0.21,5.5
J2600101,魚貝類,蟹腳肉,52,84.2,11.6,0.2,1.3,0,591,71,319,84,0.6,3.4,6,2.14,0.01,0.14,0.53,1.82,0.0
J3100101,魚貝類,竹蟶(冷凍),42,87.2,9.0,0.3,1.2,0,499,180,33,75,6.8,1.0,0,0.56,0.01,0.23,1.27,0.06,0.1
J31002,魚貝類,真牡蠣平均值,54,83.0,9.4,1.6,4.2,0,148,202,84,50,5.2,10.6,65,0.64,0.04,0.32,1.93,0.10,2.9
J3100201,魚貝類,真牡蠣,49,86.8,9.0,1.2,1.8,0,194,135,20,35,5.4,5.6,52,0.68,0.01,0.33,1.71,0.04,0.9
J3100202,魚貝類,帶殼真牡蠣(生蠔),59,79.2,9.8,1.9,6.7,0,103,270,149,65,5.0,15.5,78,0.60,0.06,0.32,2.15,0.15,5.0
J3100301,魚貝類,黑齒牡蠣,55,83.8,9.7,1.5,3.1,0,749,212,71,58,10.1,12.8,72,0.53,0.03,0.26,2.61,0.06,2.2
J3100401,魚貝類,蝦夷海扇蛤,70,81.1,13.7,1.2,2.3,0,283,209,37,55,2.6,2.6,113,0.72,0.01,0.30,1.48,0.44,0.7
J3100501,魚貝類,綠殼菜蛤,96,75.8,17.8,2.2,2.6,0,301,143,40,59,4.2,1.5,150,1.93,0.01,0.25,1.50,0.04,3.2
J3100601,魚貝類,綠殼菜蛤干(淡菜),263,19.9,43.7,8.5,23.9,0,865,332,122,124,7.4,6.3,835,1.34,0.08,0.45,3.94,0.09,0.0
J3100701,魚貝類,西施舌,53,83.2,8.9,1.6,5.4,0,36,91,14,124,25.7,1.2,288,1.34,0.01,0.27,1.50,0.06,0.0
J3100801,魚貝類,台灣蜆,51,79.1,8.9,1.4,9.8,0,20,57,58,14,2.4,1.5,161,0.96,0.01,0.40,1.97,0.10,9.9
J3100901,魚貝類,大文蛤,21,91.0,4.4,0.2,1.5,0,774,124,48,91,3.8,0.8,11,0.10,0,0.13,0.70,0.08,0.3
J3101001,魚貝類,文蛤,37,87.3,7.6,0.5,2.7,0,446,104,106,47,8.2,1.1,44,0.18,0.07,0.80,1.14,0.05,2.9
J3101101,魚貝類,波紋橫簾蛤,48,83.2,9.2,1.0,4.6,0,377,237,85,56,2.0,0.6,39,0.81,0.01,0.10,2.50,0.23,0.6
J3101201,魚貝類,菲律賓簾蛤,37,85.8,7.5,0.5,4.1,0,442,201,130,62,2.7,1.0,0,0.34,0.01,0.23,1.63,0.07,1.0
J3101301,魚貝類,環文蛤,46,84.0,8.7,1.0,3.7,0,760,154,165,42,5.9,5.3,64,0.86,0.15,0.63,1.78,0.23,5.1
J3200101,魚貝類,干貝(冷凍),57,82.3,12.7,0.4,1.7,0,949,51,6,11,0.3,0.5,0,0.24,0.01,0.02,0.42,1.19,0.0
J32002,魚貝類,干貝(乾)平均值,242,24.2,53.7,1.4,10.8,0,2751,907,55,147,2.1,5.0,8,2.12,0.10,0.05,4.65,0.26,0.0
J3200201,魚貝類,干貝(乾),256,16.5,58.5,0.7,15.5,0,2424,913,71,185,1.5,5.3,10,2.33,0.02,0.05,4.50,0.03,0.0
J3200202,魚貝類,小干貝(乾),228,31.9,48.9,2.2,6.1,0,3078,901,39,108,2.7,4.7,7,1.91,0.18,0.05,4.81,0.50,0.0
J3300101,魚貝類,牡蠣干,243,19.3,41.0,7.5,26.2,0,1316,526,108,227,20.1,31.1,0,1.52,0.25,0.37,3.00,0.02,0
J35001,魚貝類,真烏賊平均值,57,82.7,12.2,0.6,3.7,0,68,81,10,33,0.1,0.7,14,0.78,0.01,0.03,0.96,0.05,0.5
J3500101,魚貝類,真烏賊(大),61,83.6,13.9,0.3,0.8,0,106,161,9,54,0.2,0.8,8,0.75,0.01,0.04,1.75,0.08,1.1
J3500102,魚貝類,真烏賊(小),53,81.7,10.5,0.9,6.6,0,30,2,12,11,0.1,0.6,20,0.81,0.01,0.01,0.17,0.03,0.0
J3500201,魚貝類,章魚,61,84.6,13.0,0.6,0.9,0,230,55,14,44,6.1,0.5,53,2.03,0,0.17,1.20,0.03,0.5
J3500301,魚貝類,阿根廷魷,71,84.8,12.4,2.0,0.4,0,57,8,14,12,0.8,1.9,408,1.42,0.03,0.11,0.25,0.08,0.1
J3500401,魚貝類,泡魷魚,50,84.6,11.3,0.2,3.0,0,239,40,31,34,0,0.9,14,1.83,0.01,0.02,0.42,0,0.0
J3500501,魚貝類,台灣鎖管,72,80.8,16.0,0.4,1.6,0,249,155,11,48,0.7,1.7,50,1.28,0.05,0.06,3.80,0.04,0.0
J3500601,魚貝類,尖鎖管,100,74.3,20.2,1.5,2.4,0,211,284,31,51,0.7,1.7,84,1.21,0.02,0.12,4.55,0.22,1.7
J3500701,魚貝類,軟翅仔,70,82.2,14.7,0.8,0.8,0,400,77,16,42,0.1,1.4,10,0.91,0.01,0.01,0.98,0.07,0.3
J3500801,魚貝類,香螺,86,78.9,19.9,0.1,0,0,166,113,91,235,3.1,1.5,0,0.33,0.03,0.58,1.16,0.09,0.3
J3500901,魚貝類,象牙鳳螺,78,77.0,16.9,0.7,3.6,0,372,128,62,145,1.9,3.5,2,0.45,0.01,0.64,0.82,0.32,0.2
J3501001,魚貝類,泥螺,95,76.9,21.5,0.3,0.3,0,166,94,40,75,1.4,2.6,1,1.18,0.04,0.09,0.89,0.08,0.0
J3501101,魚貝類,雪螺,40,90.3,8.9,0.3,0,0,58,3,326,56,1.9,0.7,0,0,0.01,0.02,0.17,0,0.0
J3501201,魚貝類,九孔螺,73,76.2,15.0,1.0,5.8,0,327,290,46,99,11.4,1.4,3,1.45,0.01,2.09,1.70,0.02,0.4
J3501301,魚貝類,鮑魚,69,73.1,15.8,0.1,9.5,0,199,243,34,139,0.5,1.5,1,0.43,0.01,0.15,0.80,0.05,1.2
J3501401,魚貝類,蠑螺(加工),65,70.8,14.8,0.2,11.0,0,1035,32,64,46,5.4,0.7,0,0.56,0,0.12,0.30,0.06,0.0
J3501501,魚貝類,蝸牛肉,78,82.5,16.7,0.7,0,0,72,1,115,35,2.2,1.4,0,0.53,0.01,0.05,0.12,0.02,0.0
J3600101,魚貝類,烏賊精囊,43,82.1,9.8,0.2,6.4,0,428,118,31,22,0,1.2,0,1.13,0.04,0.04,0.95,0.08,1.8
J3700101,魚貝類,小卷干,246,33.8,53.2,2.1,4.7,0,1378,793,57,169,3.9,4.0,25,2.26,0.14,0.04,7.51,0.29,0.0
J3700201,魚貝類,鹹小卷,98,64.5,20.1,1.3,1.9,0,4254,180,120,173,0.7,2.0,27,0.35,0.03,0.05,1.90,0.02,0
J4100101,魚貝類,白海參,32,92.7,7.4,0.1,0,0,51,1,65,29,0.6,0.5,10,0.12,0.01,0.01,0.37,0,0.1
J4100201,魚貝類,仿刺參,36,90.4,8.2,0.1,0.8,0,53,0,69,48,0,0.9,0,0.09,0.01,0,0,0,0.0
J4100301,魚貝類,南美刺參,52,89.8,12.0,0,0,0,86,1,68,8,0.5,0.3,0,0.09,0.04,0.01,0.89,0.05,0.1
J4100401,魚貝類,紅海參,33,91.9,7.5,0.1,0,0,87,3,63,31,1.0,1.3,1,0.05,0.01,0,0,0,0.0
J4100501,魚貝類,黑烏參,29,93.1,6.5,0.1,0,0,64,1,63,23,0.2,0,0,0.06,0.03,0,0.53,0.01,0.1
J5100101,魚貝類,海蜇皮,19,70,4.4,0,2.2,0,8127,153,31,163,2.6,1.2,0,0.02,0,0.01,0.05,0,9.8
K01001,蛋類,雞蛋平均值,134,75.9,12.5,8.8,1.8,0,140,136,43,11,1.9,1.3,548,1.81,0.09,0.49,0.12,0.11,0.6
K0100101,蛋類,雞蛋(白殼),137,75.7,12.6,9.1,1.6,0,133,132,48,11,2.1,1.5,541,2.09,0.08,0.54,0.10,0.12,0.0
K0100102,蛋類,雞蛋(黃殼),132,76.1,12.5,8.6,2.0,0,147,140,38,11,1.7,1.1,556,1.52,0.10,0.45,0.13,0.10,1.2
K0100201,蛋類,土雞蛋,129,76.5,12.9,8.1,1.7,0,140,126,43,12,1.8,0.9,1021,1.42,0.05,0.51,0.15,0.08,0.0
K0100301,蛋類,烏骨雞蛋,160,72.3,12.7,11.6,2.4,0,120,135,54,10,2.6,1.7,729,2.97,0.08,0.51,0.08,0.12,0.0
K0100401,蛋類,雞蛋(高DHA),132,76.1,12.5,8.6,1.8,0,141,149,47,11,2.0,1.1,511,1.61,0.06,0.47,0.48,0.12,0.7
K0100501,蛋類,雞蛋(高次亞麻油酸),139,74.5,12.4,9.4,2.8,0,137,143,13,12,1.6,1.2,624,5.48,0.06,0.66,0.10,0.07,3.7
K0100601,蛋類,雞蛋(高亞麻油酸),133,76.9,13.0,8.4,0.8,0,161,142,9,10,1.3,0.9,764,2.16,0.08,0.44,0.54,0.06,0.0
K0100701,蛋類,初卵雞蛋,136,76.3,12.3,9.2,1.4,0,115,123,41,10,1.9,1.2,555,2.50,0.18,0.55,0.11,0.12,0.0
K0100801,蛋類,雞蛋(高維生素A&E),134,79.9,12.1,9.0,0,0,151,139,44,17,2.9,1.2,1268,5.39,0.07,0.38,0.18,0.11,0.0
K0100901,蛋類,雞蛋(高維生素E),143,75.3,12.8,9.7,1.4,0,139,134,21,12,2.1,1.1,339,14.24,0.08,0.58,0.11,0.07,1.0
K01061,蛋類,雞蛋白平均值,50,87.6,11.2,0.1,0.5,0,183,146,6,12,0.3,0.1,0,0,0.01,0.44,0.20,0.01,0.0
K0106101,蛋類,雞蛋白(白殼),48,88.7,10.7,0.1,0,0,154,128,5,10,0.3,0.2,1,0.01,0.01,0.46,0.33,0,0.0
K0106102,蛋類,雞蛋白(黃殼),52,86.4,11.6,0.2,1.2,0,213,163,7,15,0.4,0.1,0,0,0.01,0.43,0.06,0.01,0.0
K0106201,蛋類,烏骨雞蛋白,47,87.1,10.6,0,1.7,0,184,163,3,11,0.1,0.1,0,0,0.01,0.54,0.08,0.01,0.0
K01081,蛋類,雞蛋黃平均值,308,52.8,15.2,26.8,3.6,0,56,124,158,10,5.5,3.6,1622,4.55,0.23,0.55,0.30,0.36,0.1
K0108101,蛋類,雞蛋黃(白殼),330,51.9,16.0,28.9,1.6,0,52,114,128,11,5.7,4.2,1862,6.10,0.22,0.58,0.21,0.36,0.0
K0108102,蛋類,雞蛋黃(黃殼),286,53.7,14.5,24.7,5.6,0,60,134,187,10,5.2,3.0,1381,3.00,0.23,0.53,0.40,0.36,0.2
K0108201,蛋類,烏骨雞蛋黃,344,50.8,15.5,30.6,1.4,0,50,100,137,12,5.9,3.6,2339,10.24,0.24,0.63,0.08,0.27,0.0
K0108301,蛋類,雞蛋黃(高維生素E),314,49.7,16.2,27.0,5.4,0,57,120,149,13,6.2,3.7,1641,13.59,0.30,0.62,0.16,0.25,2.0
K0110101,蛋類,溫泉蛋,127,73.6,12.9,7.8,3.8,0,494,153,52,16,1.4,1.2,698,2.01,0.09,0.51,0.65,0.21,0.0
